# fluxmap[i, j] in W/m^2: i is index of the azimuthal position on the receiver surface (counter-clockwise from South); and j is index of height on the receiver from bottom to top.
2.304447850000000471e+04,4.166970500000000175e+04,6.540826499999999942e+04,1.071844049999999988e+05,1.478480399999999790e+05,2.086138500000000058e+05,2.785313499999999767e+05,3.585049500000000116e+05,4.281501500000000233e+05,5.125571999999999534e+05,5.853623000000000466e+05,6.182296999999999534e+05,6.558531500000000233e+05,7.138400999999999767e+05,7.273633499999999767e+05,7.340325500000000466e+05,7.323655999999999767e+05,7.221545000000000000e+05,6.861507500000000000e+05,6.157870500000000466e+05,5.470914499999999534e+05,4.525730000000000000e+05,3.720446500000000233e+05,2.790740999999999767e+05,1.927350000000000000e+05,1.449911250000000000e+05,9.944841999999999825e+04,5.914876499999999214e+04
2.521257449999999881e+04,4.767692500000000291e+04,6.630483999999999651e+04,1.091544199999999983e+05,1.619155499999999884e+05,2.441211499999999942e+05,3.345280499999999884e+05,4.096479000000000233e+05,5.092987999999999884e+05,6.034798000000000466e+05,6.616520500000000466e+05,7.075309499999999534e+05,7.315369000000000233e+05,7.538857500000000000e+05,7.671470999999999767e+05,7.490690999999999767e+05,7.602190500000000466e+05,7.729230500000000466e+05,7.231027500000000000e+05,6.438466999999999534e+05,5.735025000000000000e+05,4.581755000000000000e+05,3.625833499999999767e+05,2.644955000000000000e+05,1.800830000000000000e+05,1.195610900000000111e+05,8.794222500000000582e+04,6.103711500000000524e+04
3.931122999999999593e+04,6.818793000000000757e+04,1.106762850000000035e+05,1.836081000000000058e+05,2.565441999999999825e+05,3.799706500000000233e+05,5.280810000000000000e+05,6.388408499999999767e+05,7.628835999999999767e+05,8.259875000000000000e+05,8.269490500000000466e+05,8.598807500000000000e+05,8.061770000000000000e+05,8.017930500000000466e+05,7.936480500000000466e+05,7.762216500000000233e+05,7.649125500000000466e+05,7.596732500000000000e+05,7.205041999999999534e+05,6.515018000000000466e+05,6.112921999999999534e+05,5.049300000000000000e+05,4.014814500000000116e+05,2.911810000000000000e+05,2.226789500000000116e+05,1.354176549999999988e+05,9.778549000000000524e+04,7.331448499999998603e+04
9.115180999999999767e+04,1.690427999999999884e+05,2.544485499999999884e+05,3.888832500000000000e+05,5.384498000000000466e+05,6.675478000000000466e+05,8.024095999999999767e+05,8.839173499999999767e+05,9.422208000000000466e+05,9.500798499999999767e+05,9.294395500000000466e+05,8.998616500000000233e+05,8.791277500000000000e+05,8.619285999999999767e+05,8.349444000000000233e+05,8.398015000000000000e+05,8.567096999999999534e+05,8.564065000000000000e+05,8.585930000000000000e+05,8.644755999999999767e+05,7.969285500000000466e+05,7.499585500000000466e+05,6.555611500000000233e+05,5.273614000000000233e+05,3.927327500000000000e+05,2.964140499999999884e+05,2.051533500000000058e+05,1.316328450000000012e+05
2.291683500000000058e+05,3.828919000000000233e+05,5.310795999999999767e+05,6.739279499999999534e+05,8.464569000000000233e+05,9.485295500000000466e+05,1.035213400000000140e+06,1.028142199999999953e+06,1.075450800000000047e+06,1.045496349999999860e+06,9.858541999999999534e+05,9.425380999999999767e+05,9.097721500000000233e+05,9.084830000000000000e+05,8.817923000000000466e+05,8.872334000000000233e+05,8.665880500000000466e+05,9.067969499999999534e+05,8.910355000000000000e+05,8.600528499999999767e+05,8.791819499999999534e+05,8.556046500000000233e+05,7.852810000000000000e+05,6.975391500000000233e+05,5.943370500000000466e+05,4.575897000000000116e+05,3.450280999999999767e+05,2.560391499999999942e+05
2.327572999999999884e+05,3.764352500000000000e+05,5.331135500000000466e+05,6.979911999999999534e+05,8.754412500000000000e+05,9.836835999999999767e+05,1.069322300000000047e+06,1.094935750000000000e+06,1.150132649999999907e+06,1.061270199999999953e+06,1.049359000000000000e+06,1.028579599999999977e+06,9.897296500000000233e+05,9.585423499999999767e+05,9.479236999999999534e+05,9.757849499999999534e+05,9.613164000000000233e+05,9.868765000000000000e+05,1.020197750000000000e+06,1.000545949999999953e+06,1.036554550000000047e+06,9.956563499999999767e+05,9.144828000000000466e+05,8.134221999999999534e+05,7.023029499999999534e+05,5.264190999999999767e+05,4.155630000000000000e+05,2.765287999999999884e+05
1.993560399999999790e+05,3.171696500000000233e+05,4.651482999999999884e+05,6.649575999999999767e+05,8.337266500000000233e+05,9.880453000000000466e+05,1.086821550000000047e+06,1.138108850000000093e+06,1.126680899999999907e+06,1.133201449999999953e+06,1.101049500000000000e+06,1.042289800000000047e+06,1.029748949999999953e+06,1.013615949999999953e+06,9.929966999999999534e+05,9.930285500000000466e+05,9.907054499999999534e+05,1.049679149999999907e+06,1.034105199999999953e+06,1.049331000000000000e+06,1.084663899999999907e+06,1.010457699999999953e+06,9.083594499999999534e+05,8.260802500000000000e+05,6.732049499999999534e+05,5.060502500000000000e+05,3.611102999999999884e+05,2.479254500000000116e+05
1.666424800000000105e+05,2.909237500000000000e+05,4.161875000000000000e+05,6.149804499999999534e+05,7.891443499999999767e+05,9.256064499999999534e+05,1.062436649999999907e+06,1.119470050000000047e+06,1.121480550000000047e+06,1.060171699999999953e+06,1.073300899999999907e+06,1.033767099999999977e+06,1.002679099999999977e+06,9.739779499999999534e+05,9.388950500000000466e+05,9.637238499999999767e+05,9.553644000000000233e+05,9.363193000000000466e+05,9.375018499999999767e+05,9.586886500000000233e+05,9.269948000000000466e+05,9.081569499999999534e+05,7.889977500000000000e+05,6.633614000000000233e+05,5.224206500000000233e+05,3.812330000000000000e+05,2.780796500000000233e+05,1.919411000000000058e+05
6.791437000000000990e+04,1.328526900000000023e+05,2.292207999999999884e+05,3.248852999999999884e+05,4.851426500000000233e+05,6.344906999999999534e+05,7.949294499999999534e+05,8.967746500000000233e+05,9.816514499999999534e+05,1.004266250000000000e+06,9.932003499999999767e+05,9.398228000000000466e+05,9.162300500000000466e+05,9.209186500000000233e+05,8.758479499999999534e+05,8.618596500000000233e+05,8.901732500000000000e+05,9.075682500000000000e+05,9.050915500000000466e+05,8.937639499999999534e+05,8.349520999999999767e+05,7.425085999999999767e+05,6.198581500000000233e+05,4.880425999999999767e+05,3.716125499999999884e+05,2.475848500000000058e+05,1.737877500000000000e+05,1.121558050000000076e+05
3.390698750000000291e+04,6.183950000000000000e+04,9.678141500000000815e+04,1.603980800000000163e+05,2.540701000000000058e+05,3.500204000000000233e+05,4.785092000000000116e+05,6.449023000000000466e+05,7.461609499999999534e+05,7.851806999999999534e+05,7.946241999999999534e+05,7.952504499999999534e+05,7.928302500000000000e+05,7.319414000000000233e+05,7.211568000000000466e+05,6.908999000000000233e+05,7.014024000000000233e+05,7.126530999999999767e+05,6.807515999999999767e+05,6.405309000000000233e+05,5.620079000000000233e+05,4.621925499999999884e+05,3.670362000000000116e+05,2.819147500000000000e+05,2.013128999999999942e+05,1.413071600000000035e+05,8.458146000000000640e+04,6.027052999999999156e+04
